0,Condition,Drugname,Value
1829,Depression,Trazodone,0.034946639
1830,Depression,Trintellix,0.025847175
1831,Depression,Tryptophan,0.001862842
1832,Depression,Venlafaxine,0.017657543
1833,Depression,Viibryd,0.030012527
1834,Depression,Vilazodone,0.031637733
1835,Depression,Vivactil,0
1836,Depression,Vortioxetine,0.022565751
1837,Depression,Wellbutrin,0.044626837
1838,Depression,Wellbutrin SR,0.034356864
1839,Depression,Wellbutrin XL,0.03143651
1840,Depression,Xanax,0.056480257
1841,Depression,Zoloft,0.058475353
1842,Depression,Zyprexa,0.030459235
1843,Dercum's Disease,Fentanyl,29.98886633
1844,Dermatitis,Alcortin A,0.204424044
1845,Dermatitis,Aloe vera / hydrocortisone / iodoquinol,0.180983478
1846,Dermatitis,Betamethasone,0.759127533
1847,Dermatitis,Clobetasol,1.09368963
1848,Dermatitis,Clocortolone,1.078453427
1849,Dermatitis,Coal tar,0.159153056
1850,Dermatitis,Cutar,0
1851,Dermatitis,Desonide,0.960575866
1852,Dermatitis,Desoximetasone,0.28295771
1853,Dermatitis,Doxepin,0
1854,Dermatitis,Fluocinolone,0.368962679
1855,Dermatitis,Fluocinonide,1.024149792
1856,Dermatitis,Flurandrenolide,0.449978249
1857,Dermatitis,Halcinonide,0.056645441
1858,Dermatitis,Hylira,0.559558836
1859,Dermatitis,Kenalog,1.472994723
1860,Dermatitis,Mometasone,0.622559696
1861,Dermatitis,Olux,0.620871154
1862,Dermatitis,Orapred,1.587480274
1863,Dermatitis,Prednisolone,0.309714255
1864,Dermatitis,RadiaPlexRx,0.113304818
1865,Dermatitis,Sodium hyaluronate,0.342023836
1866,Dermatitis,Synalar,0.644841395
1867,Dermatitis,Temovate,0.531506148
1868,Dermatitis,Triamcinolone,1.43196785
1869,Dermatitis,Ultravate,0.39265583
1870,Dermatitis Herpeti,Dexamethasone,5.983899951
1871,Dermatologic Lesion,Methylprednisolone,42.43385214
1872,Dermatologic Lesion,Zinc oxide,4.995411038
1873,Dermatological Disorders,Bensal HP,2.221758262
1874,Dermatological Disorders,Betamethasone,2.303545314
1875,Dermatological Disorders,Clobetasol,0.239014648
1876,Dermatological Disorders,Hydroquinone,3.748499171
1877,Dermatological Disorders,Kenalog-10,1.091860291
1878,Dermatological Disorders,Melpaque HP,0.388661372
1879,Dermatological Disorders,Melquin HP,0.478160814
1880,Dermatological Disorders,Pramosone,0.469807346
1881,Dermatological Disorders,Rea Lo 40,0.155963211
1882,Dermatological Disorders,Salicylic acid,3.532037815
1883,Dermatological Disorders,Silver,0.552830335
1884,Dermatological Disorders,Urea,6.108547898
1885,Dermatomyositis,Cortisone,3.385912963
1886,Dermatomyositis,Hydroxychloroquine,22.61847705
1887,Dermatomyositis,Myfortic,5.362630203
1888,Dermatophytosis,Gris-PEG,17.49950433
1889,Dermatophytosis,Griseofulvin,4.994698763
1890,Diabetes Insipidus,DDAVP,2.566782551
1891,Diabetes Insipidus,DDAVP Nasal,5.566267559
1892,Diabetes Insipidus,Desmopressin,2.523791417
1893,"Diabetes, Type 1",Afrezza,0.912033626
1894,"Diabetes, Type 1",Humalog,0.408952015
1895,"Diabetes, Type 1",Humalog KwikPen,0.393624388
1896,"Diabetes, Type 1",Humalog Mix 75 / 25,0.376719835
1897,"Diabetes, Type 1",Insulin aspart,1.036320781
1898,"Diabetes, Type 1",Insulin degludec,0.49029587
1899,"Diabetes, Type 1",Insulin glargine,0.938292492
1900,"Diabetes, Type 1",Insulin glulisine,0.14082125
1901,"Diabetes, Type 1","Insulin inhalation, rapid acting",1.069500902
1902,"Diabetes, Type 1",Insulin isophane,0.281767002
1903,"Diabetes, Type 1",Insulin isophane / insulin regular,0.469404167
1904,"Diabetes, Type 1",Insulin regular,0.036003739
1905,"Diabetes, Type 1",Lantus Solostar,0.028345639
1906,"Diabetes, Type 1",Liraglutide,0.664607579
1907,"Diabetes, Type 1",NovoLog Mix 70 / 30,0
1908,"Diabetes, Type 1",Novolog,1.036320781
1909,"Diabetes, Type 1",Pramlintide,0.292244497
1910,"Diabetes, Type 1",SymlinPen 60,0.169109051
1911,"Diabetes, Type 1",Toujeo,0.223179274
1912,"Diabetes, Type 1",Toujeo Solostar,0
1913,"Diabetes, Type 1",Tresiba,0.382982003
1914,"Diabetes, Type 1",Victoza,0.807210277
1915,"Diabetes, Type 2",Acarbose,0.004185539
1916,"Diabetes, Type 2",Actos,0.042821705
1917,"Diabetes, Type 2",Afrezza,0.032687249
1918,"Diabetes, Type 2",Albiglutide,0.020394466
1919,"Diabetes, Type 2",Amaryl,0.151153895
1920,"Diabetes, Type 2",Apidra,0.011536039
1921,"Diabetes, Type 2",Avandamet,0.024924398
1922,"Diabetes, Type 2",Avandia,0.045611938
1923,"Diabetes, Type 2",Bydureon,0.045017627
1924,"Diabetes, Type 2",Byetta,0.072503588
1925,"Diabetes, Type 2",Canagliflozin,0.077250315
1926,"Diabetes, Type 2",Chromium picolinate,0.204270615
1927,"Diabetes, Type 2",Colesevelam,0.021055393
1928,"Diabetes, Type 2",Dapagliflozin,0.030099012
1929,"Diabetes, Type 2",Dulaglutide,0.031264283
1930,"Diabetes, Type 2",Empagliflozin,0.040755946
1931,"Diabetes, Type 2",Empagliflozin / linagliptin,0.016617676
1932,"Diabetes, Type 2",Exenatide,0.060658719
1933,"Diabetes, Type 2",Exubera,0.010617263
1934,"Diabetes, Type 2",Farxiga,0.027851917
1935,"Diabetes, Type 2",Glimepiride,0.120866112
1936,"Diabetes, Type 2",Glimepiride / rosiglitazone,0.002308019
1937,"Diabetes, Type 2",GlipiZIDE XL,0.232520462
1938,"Diabetes, Type 2",Glipizide,0.101305319
1939,"Diabetes, Type 2",Glipizide / metformin,0
1940,"Diabetes, Type 2",Glucophage,0.105673794
1941,"Diabetes, Type 2",Glucophage XR,0.301052644
1942,"Diabetes, Type 2",Glucotrol,0.090460257
1943,"Diabetes, Type 2",Glyburide,0.102598506
1944,"Diabetes, Type 2",Glyburide / metformin,0.007750806
1945,"Diabetes, Type 2",Glyxambi,0.014764648
1946,"Diabetes, Type 2",Humalog,0.028216967
1947,"Diabetes, Type 2",Humalog KwikPen,0
1948,"Diabetes, Type 2",Humulin R U-500 (Concentrated),0
1949,"Diabetes, Type 2",Insulin aspart,0.023069409
1950,"Diabetes, Type 2",Insulin aspart / insulin degludec,0
1951,"Diabetes, Type 2",Insulin degludec,0.028734851
1952,"Diabetes, Type 2",Insulin detemir,0.036188502
1953,"Diabetes, Type 2",Insulin glargine,0.032363701
1954,"Diabetes, Type 2",Insulin glulisine,0
1955,"Diabetes, Type 2","Insulin inhalation, rapid acting",0.038701352
1956,"Diabetes, Type 2",Insulin isophane / insulin regular,0
1957,"Diabetes, Type 2",Insulin lispro,0.002665257
1958,"Diabetes, Type 2",Insulin lispro / insulin lispro protamine,0.015845258
1959,"Diabetes, Type 2",Invokana,0.072120325
1960,"Diabetes, Type 2",Janumet,0.08048413
1961,"Diabetes, Type 2",Januvia,0.07717228
1962,"Diabetes, Type 2",Jardiance,0.049798457
1963,"Diabetes, Type 2",Jentadueto,0.005925392
1964,"Diabetes, Type 2",Kazano,0.00230738
1965,"Diabetes, Type 2",Kombiglyze XR,0.037625726
1966,"Diabetes, Type 2",Lantus,0.035201634
1967,"Diabetes, Type 2",Lantus Solostar,0.064378162
1968,"Diabetes, Type 2",Levemir,0.004636882
1969,"Diabetes, Type 2",Linagliptin,0.030515445
1970,"Diabetes, Type 2",Liraglutide,0.06324381
1971,"Diabetes, Type 2",Metformin,0.0833328
1972,"Diabetes, Type 2",Metformin / sitagliptin,0.004168443
1973,"Diabetes, Type 2",Miglitol,0.009217983
1974,"Diabetes, Type 2",Nateglinide,0.000462668
1975,"Diabetes, Type 2",Nesina,0.003017291
1976,"Diabetes, Type 2",NovoLog FlexPen,0.009034642
1977,"Diabetes, Type 2",Novolin 70 / 30,0
1978,"Diabetes, Type 2",Novolog,0.004059225
1979,"Diabetes, Type 2",Onglyza,0.063577109
1980,"Diabetes, Type 2",Pioglitazone,0.054854934
1981,"Diabetes, Type 2",Prandin,0.075538975
1982,"Diabetes, Type 2",Repaglinide,0.007641985
1983,"Diabetes, Type 2",Rosiglitazone,0.011685622
1984,"Diabetes, Type 2",Saxagliptin,0.056422705
1985,"Diabetes, Type 2",Sitagliptin,0.087134772
1986,"Diabetes, Type 2",Symlin,0.023005852
1987,"Diabetes, Type 2",Tanzeum,0.009692607
1988,"Diabetes, Type 2",Toujeo,0.001460889
1989,"Diabetes, Type 2",Tradjenta,0.027999366
1990,"Diabetes, Type 2",Tresiba,0.016499846
1991,"Diabetes, Type 2",Trulicity,0.034117199
1992,"Diabetes, Type 2",Victoza,0.065722783
1993,"Diabetes, Type 2",Welchol,0.023837631
1994,"Diabetes, Type 2",Xigduo XR,0.004605859
1995,Diabetic Kidney Disease,Cozaar,20.74692587
1996,Diabetic Kidney Disease,Enalapril,5.90388304
1997,Diabetic Kidney Disease,Lisinopril,1.685510659
1998,Diabetic Kidney Disease,Losartan,11.69648151
1999,Diabetic Kidney Disease,Ramipril,4.618805854
2000,Diabetic Kidney Disease,Vasotec,7.55388304
2001,Diabetic Macular Edema,Aflibercept,0.549843058
2002,Diabetic Macular Edema,Eylea,6.838603059
2003,Diabetic Macular Edema,Iluvien,0
2004,Diabetic Peripheral Neuropathy,Capsaicin,0.255805293
2005,Diabetic Peripheral Neuropathy,Capzasin-HP,0.021221598
2006,Diabetic Peripheral Neuropathy,Cymbalta,0.908570769
2007,Diabetic Peripheral Neuropathy,Duloxetine,1.090240972
2008,Diabetic Peripheral Neuropathy,Gabapentin,0.687058257
2009,Diabetic Peripheral Neuropathy,Lyrica,0.986173998
2010,Diabetic Peripheral Neuropathy,Nucynta ER,0.701443238
2011,Diabetic Peripheral Neuropathy,Pregabalin,1.085018722
2012,Diabetic Peripheral Neuropathy,Tapentadol,0.698975829
2013,Diabetic Peripheral Neuropathy,Topiramate,0.487333365
2014,Diagnosis and Investigation,Arginine,22.73253603
2015,Diagnosis and Investigation,Regadenoson,0.848726079
2016,Diagnosis and Investigation,Tilmanocept,52.79150456
2017,Diaper Rash,Calmoseptine,1.652823217
2018,Diaper Rash,Menthol / zinc oxide,2.18620903
2019,Diaper Rash,Miconazole / zinc oxide,1.874788329
2020,Diaper Rash,Vusion,1.564057879
2021,Diaper Rash,Zinc oxide,1.115154085
2022,Diarrhea,Alosetron,1.440250019
2023,Diarrhea,Atropine / diphenoxylate,1.025676066
2024,Diarrhea,Bismuth subsalicylate,0.351478573
2025,Diarrhea,Codeine,0.082765442
2026,Diarrhea,Florastor,2.314472548
2027,Diarrhea,Imodium,0.339464775
2028,Diarrhea,Imodium A-D,1.933883243
2029,Diarrhea,Lomotil,1.653584325
2030,Diarrhea,Loperamide,1.109697571
2031,Diarrhea,Lotronex,1.368287468
2032,Diarrhea,Opium,0.776379741
2033,Diarrhea,Opium Deodorized,0.105818231
2034,Diarrhea,Paregoric,0.191500886
2035,Diarrhea,Pepto-Bismol,0.501195857
2036,Diarrhea,Rifaximin,2.286576839
2037,Diarrhea,Saccharomyces boulardii lyo,6.1298719
2038,Diarrhea,Sandostatin,0.504339662
2039,Diarrhea,Xifaxan,1.089364136
2040,"Diarrhea, Acute",Atropine / difenoxin,3.599060261
2041,"Diarrhea, Acute",Imodium,1.147227526
2042,"Diarrhea, Acute",Loperamide,4.445674233
2043,"Diarrhea, Chronic",Colesevelam,5.650078984
2044,"Diarrhea, Chronic",Imodium,10.31015162
2045,"Diarrhea, Chronic",Loperamide,0.451646885
2046,"Diarrhea, Chronic",Pepto-Bismol,0.129573276
2047,"Diarrhea, Chronic",Welchol,8.928576504
2048,Dientamoeba fragilis,Paromomycin,5.698755346
2049,Dietary Fiber Supplementation,Inulin,0
2050,Dietary Fiber Supplementation,Metamucil,60.16531947
2051,Dietary Supplementation,Ascorbic acid,0.089887858
2052,Dietary Supplementation,Bifidobacterium infantis / lactobacillus acidophilus,0.721506715
2053,Dietary Supplementation,Biotin,1.232463961
2054,Dietary Supplementation,Cerefolin NAC,1.688624234
2055,Dietary Supplementation,Cholecalciferol / folic acid,0
2056,Dietary Supplementation,Chondroitin / glucosamine,0.431682165
2057,Dietary Supplementation,CoQ10,3.644958944
2058,Dietary Supplementation,Coenzyme Q10,2.361839253
2059,Dietary Supplementation,Lovaza,4.439122886
2060,Dietary Supplementation,MCT,0
2061,Dietary Supplementation,MVI Adult,0.027067097
2062,Dietary Supplementation,Magnesium aspartate,0.134965529
2063,Dietary Supplementation,Multivitamin,2.054326934
2064,Dietary Supplementation,Omega-3 polyunsaturated fatty acids,0.19603801
2065,Dietary Supplementation,Ortho D,0
2066,Dietary Supplementation,Phillips Colon Health,1.478843509
2067,Dietary Supplementation,Schiff Move Free,0.564022757
2068,Dietary Supplementation,Vitamin C,0.472658808
2069,Dietary Supplementation,Zinc gluconate,0.601966661
2070,Dissociative Identity Disorde,Sertraline,55.58486712
2071,Diverticulitis,Cipro,1.600169702
2072,Diverticulitis,Ciprofloxacin,0.455766482
2073,Diverticulitis,Flagyl,1.173587932
2074,Diverticulitis,Metronidazole,0.916104209
2075,Diverticulitis,Sulfamethoxazole / trimethoprim,3.206784721
2076,Dry Eye Disease,Lacrisert,0.020293096
2077,Dry Eye Disease,Lifitegrast,0.377714914
2078,Dry Eye Disease,Ocular lubricant,0.081658059
2079,Dry Eye Disease,Systane,0.138673539
2080,Dry Eye Disease,Xiidra,0.431551782
2081,Dry Skin,AmLactin,4.41144791
2082,Dry Skin,Ammonium lactate,2.57478955
2083,Dry Skin,Aveeno,0
2084,Dry Skin,Biafine,0.801448903
2085,Dry Skin,Eletone,0
2086,Dry Skin,Emollients,0.739625701
2087,Dry Skin,EpiCeram,1.13174285
2088,Dry Skin,Lactic acid,0.33797265
2089,Dry Skin,Lanolin,0
2090,Dry Skin,Urea,1.496094954
2091,Dry Skin,X-Viate,2.547578682
2092,Dumping Syndrome,Cholestyramine,39.94812107
2093,Dumping Syndrome,Methscopolamine,4.643473268
2094,Dumping Syndrome,Pamine,4.643473268
2095,Duodenal Ulce,Pantoprazole,10.57005824
2096,Duodenal Ulce,Pepcid,2.338318378
2097,Duodenal Ulce,Prilosec,3.732180834
2098,Duodenal Ulce,Protonix,8.938926196
2099,Duodenal Ulce,Sucralfate,11.93966118
2100,Duodenal Ulce,Zantac 150,5.197450465
2101,Duodenal Ulce,Zegerid,0.109445745
2102,Dupuytren's contracture,Xiaflex,0.956706665
2103,Dysautonomia,Alprazolam,2.370919284
2104,Dysautonomia,Ativan,2.414774537
2105,Dysautonomia,Fludrocortisone,1.561279744
2106,Dysautonomia,Lorazepam,2.414774537
2107,Dysautonomia,Mestinon,1.537391664
2108,Dysautonomia,Midodrine,1.253048837
2109,Dysautonomia,Nortriptyline,0
2110,Dysautonomia,Paxil,2.486947298
2111,Dysautonomia,ProAmatine,6.606911875
2112,Dysautonomia,Pyridostigmine,2.400762729
2113,Dysautonomia,Xanax,3.706564866
2114,Dyspareunia,Ospemifene,4.519880795
2115,Dyspareunia,Osphena,4.924080446
2116,Dystonia,Baclofen,6.384163568
2117,Dystonia,Carbamazepine,0.372394651
2118,Dysuria,Azo-Standard,1.214196949
2119,Dysuria,Phenazopyridine,0.962504941
2120,Dysuria,Pyridium,1.702782437
2121,Dysuria,Uricalm,0.861830259
2122,Ear Wax Impaction,Carbamide peroxide,1.51066182
2123,Ear Wax Impaction,Debrox,18.08251823
2124,Ectopic Pregnancy,Methotrexate,3.094020791
2125,Eczema,Clobex,0.228226103
2126,Eczema,Cordran Tape,0.294670916
2127,Eczema,Cortizone-10,0.321279824
2128,Eczema,Cyclosporine,0.02013132
2129,Eczema,DesOwen,1.279773085
2130,Eczema,Desonide,0.615011692
2131,Eczema,Desoximetasone,0.097874607
2132,Eczema,Dexamethasone,0.084132552
2133,Eczema,Dupilumab,0.589302276
2134,Eczema,Dupixent,0.933037504
2135,Eczema,Elidel,0.622198654
2136,Eczema,Elocon,0.796834207
2137,Eczema,Halcinonide,0.106999252
2138,Eczema,Halobetasol,0.398221919
2139,Eczema,Halog,0.128502751
2140,Eczema,Halog-E,0.106999252
2141,Eczema,Hydrocortisone,0.156060187
2142,Eczema,Imuran,1.994596488
2143,Eczema,Locoid Lipocream,0.599454994
2144,Eczema,Methotrexate,1.635707746
2145,Eczema,Mometasone,0.68438688
2146,Eczema,Pimecrolimus,0.490345633
2147,Eczema,Prednisone,1.427834805
2148,Eczema,Ranitidine,1.686291187
2149,Eczema,Topicort,0.125828453
2150,Eczema,Triamcinolone,0.499264026
2151,Eczema,Ultravate,0.284918669
2152,Eczema,Zantac,1.372005473
2153,Edema,Acetazolamide,0.787814999
2154,Edema,Aldactone,1.167863867
2155,Edema,Bumetanide,0.149939193
2156,Edema,Bumex,0.794642735
2157,Edema,Chlorthalidone,2.746218795
2158,Edema,Demadex,1.84150676
2159,Edema,Diurex Water Capsules,0.061874778
2160,Edema,Dyrenium,0.595831919
2161,Edema,Furosemide,2.856925792
2162,Edema,Hydrochlorothiazide,1.17328799
2163,Edema,Hydrochlorothiazide / spironolactone,1.15886176
2164,Edema,Hydrochlorothiazide / triamterene,1.001410841
2165,Edema,Lasix,3.490717866
2166,Edema,Maxzide,2.578354247
2167,Edema,Metolazone,1.911259519
2168,Edema,Pamabrom,0.270798333
2169,Edema,Spironolactone,1.482181764
2170,Edema,Torsemide,0.945024024
2171,Edema,Triamterene,1.601756234
2172,Edema,Zaroxolyn,1.911259519
2173,Ehrlichiosis,Doxycycline,1.769014597
2174,Emergency Contraception,Aftera,0.016366154
2175,Emergency Contraception,EContra EZ,0.022045821
2176,Emergency Contraception,Levonorgestrel,0.027681084
2177,Emergency Contraception,My Way,0.006531243
2178,Emergency Contraception,Next Choice,0.028581542
2179,Emergency Contraception,Opcicon One-Step,0.013618638
2180,Emergency Contraception,Plan B,0.02472006
2181,Emergency Contraception,Plan B One-Step,0.04190835
2182,Emergency Contraception,Take Action,0
2183,Emergency Contraception,Ulipristal,0.023223578
2184,Emergency Contraception,ella,0.024060543
2185,Endometrial Cance,Anastrozole,16.92198849
2186,Endometrial Cance,Megestrol,60.98111037
2187,Endometrial Hyperplasia,Megace,10.02956565
2188,Endometrial Hyperplasia,Megestrol,21.66190831
2189,"Endometrial Hyperplasia, Prophylaxis",Depo-Provera,4.972851753
2190,"Endometrial Hyperplasia, Prophylaxis",Progesterone,5.189055269
2191,Endometriosis,Alesse,0
2192,Endometriosis,Aviane,0.141474964
2193,Endometriosis,Camila,0.005345375
2194,Endometriosis,Chateal,0.005427355
2195,Endometriosis,Cryselle,0.0051739
2196,Endometriosis,Danocrine,0.100857667
2197,Endometriosis,Depo-Provera,0.192325796
2198,Endometriosis,Desogestrel / ethinyl estradiol,0
2199,Endometriosis,Ethinyl estradiol / ethynodiol,0.101652977
2200,Endometriosis,Ethinyl estradiol / levonorgestrel,0.100060255
2201,Endometriosis,Ethinyl estradiol / norethindrone,0.073831861
2202,Endometriosis,Ethinyl estradiol / norgestimate,0.073226652
2203,Endometriosis,Ethinyl estradiol / norgestrel,0.081595783
2204,Endometriosis,Etonogestrel,0.003242006
2205,Endometriosis,Falmina,0.008020024
2206,Endometriosis,Femcon Fe,0.017780064
2207,Endometriosis,Goserelin,0.167257434
2208,Endometriosis,Jolivette,0.19453034
2209,Endometriosis,Junel Fe 1 / 20,0.116326941
2210,Endometriosis,Lessina,0
2211,Endometriosis,Leuprolide,0.17672848
2212,Endometriosis,Levora,0.094709167
2213,Endometriosis,LoSeasonique,0.084740028
2214,Endometriosis,Loestrin 21 1 / 20,0.11481408
2215,Endometriosis,Loestrin 24 Fe,0.140882812
2216,Endometriosis,Lupron,0.085134839
2217,Endometriosis,Lupron Depot,0.208923827
2218,Endometriosis,Lutera,0.043866681
2219,Endometriosis,Medroxyprogesterone,0.174523996
2220,Endometriosis,Mestranol / norethindrone,2.52E-05
2221,Endometriosis,Microgestin Fe 1 / 20,0.13230149
2222,Endometriosis,Mononessa,0.339296219
2223,Endometriosis,Necon 1 / 35,0.011569194
2224,Endometriosis,Nora-Be,0.000341736
2225,Endometriosis,Norethindrone,0.209785582
2226,Endometriosis,Nortrel 7 / 7 / 7,0.02012322
2227,Endometriosis,Ortho Cyclen,0.051142094
2228,Endometriosis,Ortho Tri-Cyclen Lo,0.256664765
2229,Endometriosis,Previfem,0.024195786
2230,Endometriosis,Provera,0.085320919
2231,Endometriosis,Seasonique,0.083663287
2232,Endometriosis,Sprintec,0.059419921
2233,Endometriosis,Tri-Lo-Sprintec,0.036943676
2234,Endometriosis,Zoladex,0.122534836
2235,Endoscopy or Radiology Premedication,Diazepam,14.98168319
2236,Endoscopy or Radiology Premedication,Valium,43.98502493
2237,Enterocolitis,Donnatal,44.58817983
2238,Eosinophilic Esophagitis,Entocort EC,59.93601036
2239,"Epicondylitis, Tennis Elbow",Prednisone,3.766762137
2240,Epilepsy,Carbamazepine,0.14893271
2241,Epilepsy,Carbatrol,0.159615948
2242,Epilepsy,Depakote,0.183626984
2243,Epilepsy,Depakote ER,0.186522735
2244,Epilepsy,Dilantin,0.060715261
2245,Epilepsy,Divalproex sodium,0.206398097
2246,Epilepsy,Epitol,0.057022694
2247,Epilepsy,Ethotoin,0
2248,Epilepsy,Felbamate,0.01635284
2249,Epilepsy,Fycompa,0.067728889
2250,Epilepsy,Gabapentin,0.215198472
2251,Epilepsy,Keppra,0.269411627
2252,Epilepsy,Keppra XR,0.183978879
2253,Epilepsy,Lamictal,0.079593995
2254,Epilepsy,Lamotrigine,0.054950034
2255,Epilepsy,Levetiracetam,0.231598839
2256,Epilepsy,Lyrica,0.0194446
2257,Epilepsy,Mebaral,0.234519327
2258,Epilepsy,Mephobarbital,0.284814627
2259,Epilepsy,Neurontin,0.322324693
2260,Epilepsy,Perampanel,0.037531724
2261,Epilepsy,Phenytoin,0.112077986
2262,Epilepsy,Pregabalin,0.254615222
2263,Epilepsy,Tegretol,0.203295085
2264,Epilepsy,Tegretol XR,0.440156453
2265,Erectile Dysfunction,Alprostadil,0.268647711
2266,Erectile Dysfunction,Avanafil,0.195744339
2267,Erectile Dysfunction,Caverject,0.092265924
2268,Erectile Dysfunction,Caverject Impulse,0.259371987
